QUESTION_ID	GROUP_KEY	category	Continent	Urban_Rural	Education	n_options	baseline_w1	baseline_top_hit	baseline_entropy	split	corrected_w1	corrected_top_hit	corrected_entropy	model_dist_json	human_dist_json	corrected_dist_json
Q107	Europe | Rural | Lower Secondary	Economic Values	Europe	Rural	Lower Secondary	10	0.13	0	2.256083137942296	dev	0.17811708624075587	1	2.192847634872578	[0.08, 0.1, 0.12, 0.14, 0.13, 0.12, 0.11000000000000001, 0.09, 0.07, 0.04]	[0.2, 0.0, 0.2, 0.0, 0.4, 0.2, 0.0, 0.0, 0.0, 0.0]	[0.12551020019233677, 0.0515444164445256, 0.061091004208710165, 0.12293024429524653, 0.19753281311568377, 0.05153932356903946, 0.05929558774434416, 0.1286632766123536, 0.06074591900119498, 0.14114721481656498]
Q107	Europe | Urban | Tertiary	Economic Values	Europe	Urban	Tertiary	10	0.1833333333333333	0	2.1953680053448172	dev	0.11818213153156926	0	2.102830296391492	[0.04999999999999999, 0.06999999999999999, 0.09999999999999998, 0.12999999999999998, 0.17999999999999997, 0.16999999999999998, 0.11999999999999997, 0.07999999999999999, 0.059999999999999984, 0.039999999999999994]	[0.0, 0.0, 0.0, 0.0, 0.2, 0.4, 0.0, 0.2, 0.0, 0.2]	[0.06885450827335947, 0.03745244017764126, 0.04450025191473328, 0.1419452614957186, 0.23953515437352638, 0.04700498947804003, 0.06977831682737144, 0.1321862158380633, 0.042852131770226426, 0.1758907298513199]
Q107	North America | Urban | Tertiary	Economic Values	North America	Urban	Tertiary	10	0.15666666666666668	0	2.2224029316638263	dev	0.1635569042979007	0	2.106150996670897	[0.08, 0.1, 0.12, 0.14, 0.16, 0.13, 0.1, 0.09, 0.05, 0.03]	[0.4, 0.0, 0.2, 0.0, 0.2, 0.0, 0.0, 0.2, 0.0, 0.0]	[0.1517550292294663, 0.053470129606585495, 0.050906049587016666, 0.16001393188234625, 0.25223028476261644, 0.043830592591823474, 0.051431879449505724, 0.09510395214920354, 0.0370282861705187, 0.1042298645709175]
Q107	South America | Urban | Lower Secondary	Economic Values	South America	Urban	Lower Secondary	10	0.08333333333333334	0	2.256083137942296	dev	0.11332445761990265	0	2.156474252888537	[0.08, 0.1, 0.12, 0.14, 0.13, 0.12, 0.11000000000000001, 0.09, 0.07, 0.04]	[0.2, 0.0, 0.2, 0.0, 0.2, 0.0, 0.0, 0.4, 0.0, 0.0]	[0.08276718130018729, 0.05374006755569184, 0.05158951355055331, 0.12967150441451636, 0.2098637352998776, 0.04586260965704858, 0.06288425471447938, 0.1314490292095274, 0.05453688322731836, 0.17763522107079988]
Q108	Africa | Rural | Primary or No Education	Economic Values	Africa	Rural	Primary or No Education	10	0.0722222222222222	1	2.209762012815997	test	0.19950410020682902	0	1.6674831793340634	[0.18, 0.15, 0.12, 0.1, 0.08, 0.07, 0.06, 0.05, 0.05, 0.14]	[0.2, 0.2, 0.0, 0.0, 0.2, 0.0, 0.0, 0.2, 0.0, 0.2]	[0.14942292026727444, 0.03560245960073082, 0.03773021652484884, 0.05375354921831157, 0.10458368615463072, 0.014868949009502757, 0.02986125494134772, 0.04510108388039244, 0.026024168547418864, 0.5030517118555418]
Q108	Asia | Urban | Upper to Post Secondary	Economic Values	Asia	Urban	Upper to Post Secondary	10	0.08888888888888892	0	2.2467988990896077	test	0.13357460091611964	0	2.0759816333649543	[0.05, 0.06, 0.08, 0.1, 0.12, 0.14, 0.15, 0.13, 0.1, 0.07]	[0.2, 0.0, 0.0, 0.2, 0.2, 0.0, 0.0, 0.2, 0.2, 0.0]	[0.06108572511610142, 0.019651034501791155, 0.03244446266639108, 0.10973359974070046, 0.18281860444955228, 0.06325221257884506, 0.06337529793297944, 0.1950642556658924, 0.057979674892876594, 0.2145951324548701]
Q108	Europe | Rural | Lower Secondary	Economic Values	Europe	Rural	Lower Secondary	10	0.15333333333333332	0	2.2645729874738025	test	0.14149183900890452	0	2.1777090812562405	[0.08, 0.1, 0.12, 0.14, 0.13, 0.12, 0.1, 0.09, 0.07, 0.05]	[0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.2]	[0.12186683330450565, 0.050048161798777455, 0.059317626893262636, 0.11936176953469364, 0.1917987412277978, 0.05004321676158559, 0.05234029871863378, 0.12492838079535266, 0.05898255897531129, 0.1713124119900796]
Q108	Europe | Urban | Tertiary	Economic Values	Europe	Urban	Tertiary	10	0.15	0	2.209762012815997	test	0.11965151250588635	1	2.0989150564597234	[0.05, 0.06, 0.08, 0.12, 0.15, 0.18, 0.14, 0.1, 0.07, 0.05]	[0.0, 0.2, 0.2, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.4]	[0.06662495826064288, 0.031062606723749053, 0.03444744578974006, 0.12678368246232583, 0.19314905276710295, 0.048158406958709536, 0.07877199556697226, 0.15988243423871018, 0.04837531323936269, 0.2127441039926846]
Q108	North America | Urban | Tertiary	Economic Values	North America	Urban	Tertiary	10	0.10666666666666667	0	2.2467988990896077	test	0.08333616375491981	0	2.115176548370055	[0.05, 0.06, 0.08, 0.1, 0.12, 0.14, 0.15, 0.13, 0.1, 0.07]	[0.0, 0.0, 0.0, 0.2, 0.2, 0.2, 0.0, 0.0, 0.2, 0.2]	[0.09090901671521807, 0.030750086198903175, 0.03252834649849912, 0.109550310180978, 0.18131859450058946, 0.04524242510269228, 0.07394477711575964, 0.1316689153901486, 0.07098187342594792, 0.23310565487126372]
Q108	South America | Urban | Lower Secondary	Economic Values	South America	Urban	Lower Secondary	10	0.2530864197530865	0	2.193233702276771	test	0.21468761446123275	0	2.1312491958361433	[0.08888888888888885, 0.11111111111111117, 0.1333333333333334, 0.15555555555555559, 0.1444444444444445, 0.12222222222222227, 0.09999999999999995, 0.07777777777777774, 0.05555555555555552, 0.011111111111111106]	[0.0, 0.2, 0.0, 0.0, 0.0, 0.2, 0.0, 0.2, 0.2, 0.2]	[0.10259648170833348, 0.06661507340675467, 0.06394929125512205, 0.16073810804918537, 0.2601427346165735, 0.05211281161149575, 0.06377728761663938, 0.12673227072095902, 0.04828770685057943, 0.055048234164357286]
Q112	Africa | Rural | Primary or No Education	Perceptions of Corruption	Africa	Rural	Primary or No Education	10	0.38777777777777783	0	2.085149415925284	calibration	0.22069240797887313	1	1.699047387298282	[0.02, 0.03, 0.05, 0.08, 0.1, 0.15, 0.2, 0.22000000000000003, 0.1, 0.05]	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.027348390882446345, 0.005250871974890269, 0.03669832152432379, 0.04120142408697071, 0.09725776171978193, 0.02942761886297546, 0.08588815791717273, 0.1404857576855953, 0.0513571097031074, 0.48508458564273604]
Q112	Asia | Urban | Upper to Post Secondary	Perceptions of Corruption	Asia	Urban	Upper to Post Secondary	10	0.11666666666666672	0	2.121239735755482	calibration	0.1655990120850726	0	1.776729952804957	[0.020000000000000004, 0.030000000000000006, 0.05000000000000002, 0.08000000000000002, 0.12000000000000002, 0.18000000000000002, 0.20000000000000007, 0.15000000000000002, 0.10000000000000003, 0.07000000000000002]	[0.0, 0.0, 0.2, 0.2, 0.0, 0.2, 0.0, 0.0, 0.2, 0.2]	[0.0319710127726583, 0.005755412492873211, 0.03760004371307397, 0.06681043655275269, 0.10803644949094376, 0.05966249675086167, 0.05791683747775036, 0.1265662303350823, 0.04544321954420122, 0.46023786086980245]
Q112	Europe | Rural | Lower Secondary	Perceptions of Corruption	Europe	Rural	Lower Secondary	10	0.06111111111111115	0	2.121239735755482	calibration	0.16375776961782382	0	1.7673044872944483	[0.020000000000000004, 0.030000000000000006, 0.05000000000000002, 0.08000000000000002, 0.12000000000000002, 0.18000000000000002, 0.20000000000000007, 0.15000000000000002, 0.10000000000000003, 0.07000000000000002]	[0.0, 0.0, 0.2, 0.0, 0.0, 0.2, 0.2, 0.2, 0.2, 0.0]	[0.03707112382824385, 0.008178694128534628, 0.04261807417141978, 0.0482720168360124, 0.09729423508576253, 0.051211943512904, 0.0667215043162184, 0.10888189037625931, 0.06141471422948993, 0.4783358035151552]
Q112	Europe | Urban | Tertiary	Perceptions of Corruption	Europe	Urban	Tertiary	10	0.2522222222222223	0	2.096098665539617	calibration	0.10614920338570258	1	1.7930288311301144	[0.020000000000000004, 0.030000000000000002, 0.05000000000000001, 0.08000000000000002, 0.12000000000000001, 0.18000000000000002, 0.22000000000000006, 0.15000000000000002, 0.10000000000000002, 0.05000000000000001]	[0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.6]	[0.03469683685765143, 0.009052430701020957, 0.03972291060329534, 0.06400635158250208, 0.09085916827132154, 0.035155203679820966, 0.08442068181070934, 0.13419011594348998, 0.0538958518440884, 0.4540004487061]
Q112	North America | Urban | Tertiary	Perceptions of Corruption	North America	Urban	Tertiary	10	0.1855555555555556	0	2.096098665539617	calibration	0.08428811567375906	1	1.9105775189809373	[0.020000000000000004, 0.030000000000000002, 0.05000000000000001, 0.08000000000000002, 0.12000000000000001, 0.18000000000000002, 0.22000000000000006, 0.15000000000000002, 0.10000000000000002, 0.05000000000000001]	[0.0, 0.0, 0.0, 0.2, 0.0, 0.2, 0.0, 0.0, 0.0, 0.6]	[0.05386577701819264, 0.010195926183768847, 0.042677508695142266, 0.07551054468187296, 0.12130579983236958, 0.048312652937961074, 0.08415391458646869, 0.09671920465064558, 0.0629839773548922, 0.40427469405868616]
Q112	South America | Urban | Lower Secondary	Perceptions of Corruption	South America	Urban	Lower Secondary	10	0.2777777777777778	0	2.1161267301605564	calibration	0.10201455762429654	1	1.6121403995753747	[0.02, 0.03, 0.05, 0.07, 0.1, 0.13, 0.18, 0.2, 0.15, 0.07]	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.2, 0.6]	[0.021647983001570146, 0.007550976012361359, 0.031869887679652896, 0.03945407313893502, 0.07627927472143518, 0.02914504277575748, 0.05639367823848468, 0.13134081536642767, 0.07323850075595112, 0.5330797683094244]
Q113	Africa | Rural | Primary or No Education	Perceptions of Corruption	Africa	Rural	Primary or No Education	4	0.2333333333333333	0	1.161120818283116	dev	0.21264506858074736	0	1.1740868405380558	[0.05, 0.15, 0.35, 0.45]	[0.0, 0.4, 0.6, 0.0]	[0.03883834595929713, 0.19703054783940596, 0.329165352619649, 0.43496575358164785]
Q113	Asia | Urban | Upper to Post Secondary	Perceptions of Corruption	Asia	Urban	Upper to Post Secondary	4	0.1433333333333333	0	1.241068446301181	dev	0.12949849745099287	0	1.2705951187445517	[0.08, 0.22000000000000003, 0.45, 0.25]	[0.0, 0.6, 0.2, 0.2]	[0.06932675478741064, 0.2964029056937136, 0.3493719414721836, 0.2848983980466922]
Q113	Europe | Rural | Lower Secondary	Perceptions of Corruption	Europe	Rural	Lower Secondary	4	0.20999999999999996	0	1.241068446301181	dev	0.2348162511039835	0	1.2650339344623496	[0.08, 0.22000000000000003, 0.45, 0.25]	[0.0, 0.6, 0.4, 0.0]	[0.06959278784119459, 0.2688658523929745, 0.2882267540609059, 0.373314605704925]
Q113	Europe | Urban | Tertiary	Perceptions of Corruption	Europe	Urban	Tertiary	4	0.14333333333333334	1	1.241068446301181	dev	0.10767809158991866	1	1.233615114707938	[0.08, 0.22000000000000003, 0.45, 0.25]	[0.0, 0.4, 0.6, 0.0]	[0.06337411500829619, 0.29770077076408885, 0.4181900686937702, 0.22073504553384474]
Q113	North America | Urban | Tertiary	Perceptions of Corruption	North America	Urban	Tertiary	4	0.20999999999999996	0	1.241068446301181	dev	0.1800380563162489	0	1.2482190349571747	[0.08, 0.22000000000000003, 0.45, 0.25]	[0.0, 0.6, 0.4, 0.0]	[0.06611993363462124, 0.2973181606365449, 0.39912957614354233, 0.23743232958529137]
Q113	South America | Urban | Lower Secondary	Perceptions of Corruption	South America	Urban	Lower Secondary	4	0.16666666666666666	0	1.1611208182831163	dev	0.14131527976587255	1	1.163787590360692	[0.05, 0.15, 0.45, 0.35]	[0.0, 0.0, 0.4, 0.6]	[0.04164523227492558, 0.16896682059359308, 0.36107650128565466, 0.4283114458458266]
Q114	Africa | Rural | Primary or No Education	Perceptions of Corruption	Africa	Rural	Primary or No Education	4	0.16666666666666666	1	1.3350851650920204	test	0.19810629292947837	0	1.2918084650769424	[0.15, 0.3, 0.35, 0.2]	[0.2, 0.0, 0.4, 0.4]	[0.11278636586339288, 0.3814504953115008, 0.31863152230204067, 0.18713161652306579]
Q114	Asia | Urban | Upper to Post Secondary	Perceptions of Corruption	Asia	Urban	Upper to Post Secondary	4	0.18333333333333335	0	1.2580481453641945	test	0.17266588503515123	0	1.2827042794641241	[0.1, 0.25, 0.45, 0.2]	[0.2, 0.4, 0.4, 0.0]	[0.08659171702098589, 0.3365621332922555, 0.34910292724707775, 0.22774322243968098]
Q114	Europe | Rural | Lower Secondary	Perceptions of Corruption	Europe	Rural	Lower Secondary	4	0.15	1	1.296844129513207	test	0.15712216257839873	0	1.3252659533425293	[0.15, 0.3, 0.4, 0.15]	[0.0, 0.2, 0.6, 0.2]	[0.13351567372420867, 0.3751465584790474, 0.26214918598901255, 0.2291885818077314]
Q114	Europe | Urban | Tertiary	Perceptions of Corruption	Europe	Urban	Tertiary	4	0.11666666666666665	0	1.296844129513207	test	0.09225006649109489	1	1.2479274836987113	[0.15, 0.3, 0.4, 0.15]	[0.0, 0.6, 0.2, 0.2]	[0.11548349616856572, 0.3945347639508443, 0.3612667033047189, 0.12871503657587102]
Q114	North America | Urban | Tertiary	Perceptions of Corruption	North America	Urban	Tertiary	4	0.11666666666666665	1	1.2580481453641945	test	0.0955085298916103	1	1.2523954269352582	[0.1, 0.25, 0.45, 0.2]	[0.0, 0.4, 0.6, 0.0]	[0.08186508441718522, 0.33465325784527056, 0.3953394947423544, 0.1881421629951899]
Q114	South America | Urban | Lower Secondary	Perceptions of Corruption	South America	Urban	Lower Secondary	4	0.17666666666666675	1	1.241068446301181	test	0.15885508064532636	1	1.2613776730855246	[0.08, 0.22000000000000003, 0.45, 0.25]	[0.0, 0.0, 0.6, 0.4]	[0.06789082146780533, 0.2524984091154106, 0.36789595930174174, 0.31171481011504243]
Q121	Africa | Rural | Primary or No Education	Perceptions of Migration	Africa	Rural	Primary or No Education	5	0.2750000000000001	0	1.4305622903362423	calibration	0.06211983462450756	1	1.0972937466632338	[0.35000000000000003, 0.30000000000000004, 0.20000000000000004, 0.10000000000000002, 0.05000000000000001]	[0.0, 0.0, 0.8, 0.2, 0.0]	[0.035606361439988125, 0.10882221071478503, 0.6347441285327411, 0.1732101937217028, 0.047617105590783165]
Q121	Asia | Urban | Upper to Post Secondary	Perceptions of Migration	Asia	Urban	Upper to Post Secondary	5	0.15250000000000002	0	1.5673319840365576	calibration	0.15402702508212354	0	1.1306289188440704	[0.12, 0.18, 0.28, 0.25, 0.17]	[0.0, 0.4, 0.4, 0.2, 0.0]	[0.009083136472525089, 0.062199975069520325, 0.5513314946496501, 0.2764627122185945, 0.10092268158971011]
Q121	Europe | Rural | Lower Secondary	Perceptions of Migration	Europe	Rural	Lower Secondary	5	0.2750000000000001	0	1.4305622903362423	calibration	0.06211983462450756	1	1.0972937466632338	[0.35000000000000003, 0.30000000000000004, 0.20000000000000004, 0.10000000000000002, 0.05000000000000001]	[0.0, 0.0, 0.8, 0.2, 0.0]	[0.035606361439988125, 0.10882221071478503, 0.6347441285327411, 0.1732101937217028, 0.047617105590783165]
Q121	Europe | Urban | Tertiary	Perceptions of Migration	Europe	Urban	Tertiary	5	0.1425	1	1.5673319840365576	calibration	0.1505228833622444	1	1.1069595420932123	[0.12, 0.18, 0.28, 0.25, 0.17]	[0.2, 0.0, 0.6, 0.2, 0.0]	[0.013373385807578866, 0.04602973623746719, 0.5659256733668675, 0.2744743678745705, 0.10019683671351587]
Q121	North America | Urban | Tertiary	Perceptions of Migration	North America	Urban	Tertiary	5	0.29	0	1.5090597165174506	calibration	0.23165444952647668	0	1.1892718430476865	[0.08, 0.15, 0.22000000000000003, 0.35, 0.2]	[0.0, 0.0, 0.0, 0.4, 0.6]	[0.006013343220890975, 0.03813520288945503, 0.40083014810230677, 0.3864985203493641, 0.1685227854379831]
Q121	South America | Urban | Lower Secondary	Perceptions of Migration	South America	Urban	Lower Secondary	5	0.2125	0	1.4886936332683078	calibration	0.06714686089706579	1	1.088941304276148	[0.25, 0.3, 0.25, 0.15, 0.05]	[0.0, 0.2, 0.4, 0.4, 0.0]	[0.021921487655622112, 0.10696637325780868, 0.6071073381521519, 0.2244461831539283, 0.03955861778048896]
Q122	Africa | Rural | Primary or No Education	Perceptions of Migration	Africa	Rural	Primary or No Education	2	0.4615384615384617	1	0.6901856760188041	dev	0.37768933201207144	1	0.6629216031664378	[0.46153846153846156, 0.5384615384615385]	[0.0, 1.0]	[0.3776893320120714, 0.6223106679879287]
Q122	Asia | Urban | Upper to Post Secondary	Perceptions of Migration	Asia	Urban	Upper to Post Secondary	2	0.05555555555555558	1	0.5908422462755826	dev	0.09027720643973092	1	0.5545771339267953	[0.2777777777777778, 0.7222222222222222]	[0.3333333333333333, 0.6666666666666666]	[0.24305612689360256, 0.7569438731063975]
Q122	Europe | Rural | Lower Secondary	Perceptions of Migration	Europe	Rural	Lower Secondary	2	0.13333333333333341	0	0.6909233093138181	dev	0.17786537898259547	0	0.6809716507565282	[0.4666666666666666, 0.5333333333333333]	[0.6, 0.4]	[0.42213462101740457, 0.5778653789825954]
Q122	Europe | Urban | Tertiary	Perceptions of Migration	Europe	Urban	Tertiary	2	0.044117647058823595	1	0.605797499372304	dev	0.0013134255755852253	1	0.5637734952193947	[0.29411764705882354, 0.7058823529411765]	[0.25, 0.75]	[0.2513134255755851, 0.7486865744244148]
Q122	North America | Urban | Tertiary	Perceptions of Migration	North America	Urban	Tertiary	2	0.022222222222222254	1	0.5297061990576546	dev	0.0074069245087870494	1	0.4899611805414048	[0.22222222222222227, 0.7777777777777778]	[0.2, 0.8]	[0.1925930754912131, 0.8074069245087868]
Q122	South America | Urban | Lower Secondary	Perceptions of Migration	South America	Urban	Lower Secondary	2	0.3529411764705882	1	0.649248354870898	dev	0.29607807681244114	1	0.6075045503669769	[0.3529411764705882, 0.6470588235294118]	[0.0, 1.0]	[0.2960780768124411, 0.703921923187559]
Q123	Africa | Rural | Primary or No Education	Perceptions of Migration	Africa	Rural	Primary or No Education	2	0.12820512820512842	1	0.6901856760188041	test	0.044355998678738184	1	0.6629216031664378	[0.46153846153846156, 0.5384615384615385]	[0.3333333333333333, 0.6666666666666666]	[0.3776893320120714, 0.6223106679879287]
Q123	Asia | Urban | Upper to Post Secondary	Perceptions of Migration	Asia	Urban	Upper to Post Secondary	2	0.02777777777777779	1	0.5297061990576546	test	0.05740692450878698	1	0.4899611805414048	[0.22222222222222227, 0.7777777777777778]	[0.25, 0.75]	[0.1925930754912131, 0.8074069245087868]
Q123	Europe | Rural | Lower Secondary	Perceptions of Migration	Europe	Rural	Lower Secondary	2	0.03846153846153855	0	0.6901856760188041	test	0.08288694550991837	0	0.6793430532320491	[0.46153846153846156, 0.5384615384615385]	[0.5, 0.5]	[0.41711305449008174, 0.5828869455099184]
Q123	Europe | Urban | Tertiary	Perceptions of Migration	Europe	Urban	Tertiary	2	0.22222222222222232	1	0.5297061990576546	test	0.18710776704517673	1	0.48200191425188077	[0.22222222222222227, 0.7777777777777778]	[0.0, 1.0]	[0.1871077670451767, 0.8128922329548233]
Q123	North America | Urban | Tertiary	Perceptions of Migration	North America	Urban	Tertiary	2	0.2777777777777778	0	0.5297061990576546	test	0.30740692450878704	0	0.4899611805414048	[0.22222222222222227, 0.7777777777777778]	[0.5, 0.5]	[0.1925930754912131, 0.8074069245087868]
Q123	South America | Urban | Lower Secondary	Perceptions of Migration	South America	Urban	Lower Secondary	2	0.2941176470588236	1	0.605797499372304	test	0.24317012581838265	1	0.5547066010162209	[0.29411764705882354, 0.7058823529411765]	[0.0, 1.0]	[0.24317012581838257, 0.7568298741816175]
Q131	Africa | Rural | Primary or No Education	Perceptions of Security	Africa	Rural	Primary or No Education	4	0.3333333333333333	0	1.3451529218673648	calibration	0.3114864395198101	1	1.3275807462468654	[0.15, 0.25, 0.35, 0.25]	[0.0, 1.0, 0.0, 0.0]	[0.11732797375822542, 0.32974154255491467, 0.288729622572515, 0.2642008611143449]
Q131	Asia | Urban | Upper to Post Secondary	Perceptions of Security	Asia	Urban	Upper to Post Secondary	4	0.10000000000000005	1	1.305461684451695	calibration	0.11039609096456073	0	1.2901836113514333	[0.35000000000000003, 0.30000000000000004, 0.25000000000000006, 0.10000000000000002]	[0.4, 0.4, 0.0, 0.2]	[0.27896208117525534, 0.4032011200892237, 0.21015035406893742, 0.10768644466658366]
